bot,user,timestamp,namespace,title,comment,length_old,length_new,revision_old,revision_new
True,InceptionBot,1731527555,2,User:AlexNewArtBot/ChennaiSearchResult,"most recent results, added 5, removed 6, total 89",37640,37165,1257019453,1257204584
True,DPL bot,1731527551,3,User talk:Arminden,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),380100,380437,1254476160,1257204576
True,Citation bot,1731527570,0,Tza'ar ba'alei chayim,Altered title. Added date. | [[:en:WP:UCB|Use this bot]]. [[:en:WP:DBUG|Report bugs]]. | Suggested by Abductive | [[Category:Negative Mitzvoth]] | #UCB_Category 29/43,24570,24587,1256138828,1257204624
True,DPL bot,1731527560,3,User talk:Bichoes78,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),6325,7074,1187231276,1257204602
False,Simeon,1731527555,15,Category talk:Indian stand-up comedians,[[Wikipedia:WikiProject|WikiProject]] tagging,52,120,1232042879,1257204581
True,Cewbot,1731527559,1,Talk:Jan-Christoph Bartels,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),254,242,1205773707,1257204593
True,Cewbot,1731527565,1,Talk:Londy Barrios,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),381,370,1213941417,1257204609
True,Cewbot,1731527562,1,Talk:Jayden Bartels,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),3309,3298,1218465565,1257204604
False,AZDE121377,1731527564,0,Full Gear (2024),/* Matches */,14634,14634,1257147786,1257204606
True,DPL bot,1731527570,3,User talk:Gemini.skywalker,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),3220,3572,1221946923,1257204622
True,DPL bot,1731527555,3,User talk:Bhashaji,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),20616,21367,1256478801,1257204582
False,Willondon,1731527572,0,First Watch (restaurant chain),Undid revision [[Special:Diff/1257184064|1257184064]] by [[Special:Contributions/DevonLarratt|DevonLarratt]] ([[User talk:DevonLarratt|talk]]); primary sourced promotional material,12663,11742,1257185470,1257204627
False,Simeon,1731527567,15,Category talk:Hong Kong stand-up comedians,[[Wikipedia:WikiProject|WikiProject]] tagging,82,124,1182215609,1257204614
True,Cewbot,1731527571,1,Talk:Kay Barsdell,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 5 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),324,313,1205771906,1257204625
True,InceptionBot,1731527576,2,User:InceptionBot/NewPageSearch/Chess/log,most recent scoring,661,4542,1257019498,1257204638
False,Simeon,1731527581,15,Category talk:German stand-up comedians,[[Wikipedia:WikiProject|WikiProject]] tagging,112,122,1231267472,1257204649
False,Miki1234568,1731527577,0,Loris Karius,,43799,43796,1257144697,1257204641
True,DPL bot,1731527580,3,User talk:Griffin's Sword,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),11343,11700,1255602852,1257204647
True,Cewbot,1731527586,1,Talk:Dirk Barsikow,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),243,231,1205771953,1257204661
True,InceptionBot,1731527575,2,User:AlexNewArtBot/ChessSearchResult,"most recent results, added 23, removed 5, total 63",19149,26526,1257019497,1257204635
True,Cewbot,1731527577,1,Talk:Gabriel Barros,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),253,242,1205768010,1257204643
True,Cewbot,1731527580,1,Talk:Jeanne Barseghian,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 5 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),1161,1150,1207395285,1257204645
True,Cewbot,1731527574,1,Talk:Juraj Bartusz,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),198,186,1205781611,1257204632
True,DPL bot,1731527586,3,User talk:ILVI,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),24394,25157,1139651227,1257204660
False,Ixfd64,1731527574,0,Folder,Reverted edit by [[Special:Contribs/128.171.218.4|128.171.218.4]] ([[User talk:128.171.218.4|talk]]) to last version by Binksternet,1220,1220,1257204575,1257204633
True,Cewbot,1731527583,1,Talk:Artur Barseghyan,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),234,223,1205771946,1257204654
False,Ixfd64,1731527584,3,User talk:128.171.218.4,General note: Unconstructive editing on [[:Folder]].,5862,6852,1211839370,1257204658
True,DPL bot,1731527575,3,User talk:Gligan,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),10312,10643,1256372770,1257204639
True,InceptionBot,1731527586,2,User:AlexNewArtBot/ChildrenSearchResult,"most recent results, added 13, removed 8, total 161",63153,65500,1257019521,1257204662
True,DPL bot,1731527596,3,User talk:Khoa41860,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),71540,71884,1252490173,1257204688
True,InceptionBot,1731527588,2,User:InceptionBot/NewPageSearch/Children/log,most recent scoring,1660,2284,1257019522,1257204667
True,DPL bot,1731527590,3,User talk:KhhHan432,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),16186,16523,1250499459,1257204676
False,Rickvidallon,1731527589,0,"Onancock, Virginia",/* External links */,9713,9846,1255796059,1257204669
False,Thriley,1731527596,118,Draft:Joel Najman,,269,382,1256446719,1257204685
True,Cewbot,1731527589,1,Talk:Shemroy Barrington,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),233,222,1205939273,1257204675
False,SpinnDoctor,1731527583,0,Russia national football team,,135802,135883,1257204482,1257204653
False,Cosmia Nebula,1731527596,0,ImageNet,/* Dataset */ new data,19632,20422,1257101849,1257204686
True,Cewbot,1731527598,1,Talk:Daniel Bartholomew-Poyser,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),273,262,1205775810,1257204694
True,Cewbot,1731527592,1,Talk:Conrad Bartlette,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 2 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),250,250,1257192171,1257204678
False,PCN02WPS,1731527589,2,User:PCN02WPS/sandbox/Roberts,/* Citations */ add moderator navbox,10842,10880,1257204533,1257204668
True,Cewbot,1731527595,1,Talk:Cristian Bartoloni,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),286,274,1209933893,1257204683
False,Nawerwohl02,1731527589,0,Heinfels Castle,/* History */ /* Building*/  /* Today's use*/ - Translation of the german article,2212,9780,1234480749,1257204671
True,Cewbot,1731527607,1,Talk:Dominik Bartmann,"[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. Keep majority rating ""Stub"" in {{WPBS}}. Keep 1 different rating in {{WikiProject Arts}}. (Fix [[Category:Pages with redundant living parameter]])",289,278,1205777888,1257204716
True,Cewbot,1731527601,1,Talk:Leah Bartlett,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),238,227,1205777863,1257204700
True,Cewbot,1731527604,1,Talk:Karayme Bartley,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),293,282,1205777875,1257204706
True,DPL bot,1731527605,3,User talk:Lord Beesus,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),4093,4425,1255312954,1257204714
True,DPL bot,1731527601,3,User talk:Loranchet,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),54338,54679,1221233154,1257204699
False,Leeapp,1731527599,0,John Orsino,Add SABR bio page to external links,9297,9475,1251951192,1257204696
False,Cfls,1731527594,0,Costco,,162186,162186,1257204517,1257204681
True,InceptionBot,1731527608,2,User:AlexNewArtBot/ChildrensliteratureSearchResult,"most recent results, added 8, removed 6, total 58",24367,25369,1257019570,1257204719
False,Cosmia Nebula,1731527608,0,ImageNet,/* Dataset */,20422,20401,1257204686,1257204720
False,Fgnievinski,1731527609,0,Theory of tides,/* Harmonic analysis */,45465,45560,1257204493,1257204722
True,Cewbot,1731527613,1,Talk:Sanjib Baruah,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),6176,6164,1205781770,1257204732
True,Cewbot,1731527610,1,Talk:Petra Bartelmann,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),311,300,1205773828,1257204724
True,InceptionBot,1731527609,2,User:InceptionBot/NewPageSearch/Childrensliterature/log,most recent scoring,2387,2517,1257019573,1257204721
True,Cewbot,1731527619,1,Talk:Nerea Barros,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),218,207,1207478780,1257204752
True,Lowercase sigmabot III,1731527614,3,User talk:Esquivalience,Archiving 1 discussion(s) to [[User talk:Esquivalience/Archive 17]]) (bot,31211,29459,1257148605,1257204737
True,DPL bot,1731527620,3,User talk:Mari-massu,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),7683,8024,1256087016,1257204754
True,DPL bot,1731527611,3,User talk:MD. Sazid Bin Sahid,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),7986,8753,1256517498,1257204727
False,PCN02WPS,1731527610,0,John Witherspoon,added [[Category:Moderators of the General Assembly of the Presbyterian Church in the United States of America]] using [[WP:HC|HotCat]],38101,38208,1248676561,1257204731
True,Cewbot,1731527616,1,Talk:Tyrique Bartlett,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),249,238,1205777923,1257204744
False,Magnolia677,1731527616,0,"Halifax, Nova Scotia",Undid revision [[Special:Diff/1257189439|1257189439]] by [[Special:Contributions/Imakequilts|Imakequilts]] ([[User talk:Imakequilts|talk]])unimportant novelty book not directly related to Halifax; please discuss before reverting again,110869,110716,1257189439,1257204743
False,DeepInterest,1731527607,0,Hughlette Wheeler,"Discovered a record of a bronze called Lot of Whiff through SIRIS, Smithsonian Institution Research Information System. Added the bronze to Wheeler's known works.",45506,45626,1257193813,1257204718
True,InceptionBot,1731527621,2,User:AlexNewArtBot/ChileSearchResult,"most recent results, added 8, removed 6, total 57",23452,24448,1257019605,1257204756
True,InceptionBot,1731527622,2,User:InceptionBot/NewPageSearch/Chile/log,most recent scoring,715,1614,1257019607,1257204757
True,DPL bot,1731527616,3,User talk:Malik Nursultan B,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),27574,28325,1247709271,1257204742
False,Ixfd64,1731527616,0,Christian abolitionism,Reverted edits by [[Special:Contribs/104.251.77.50|104.251.77.50]] ([[User talk:104.251.77.50|talk]]) to last version by 2804:29B8:509E:1D90:8DC:5A19:C65E:EEC9,17590,17803,1257204733,1257204745
True,Lowercase sigmabot III,1731527610,3,User talk:Esquivalience/Archive 17,Archiving 1 discussion(s) from [[User talk:Esquivalience]]) (bot,185531,187283,1256406435,1257204730
True,Cewbot,1731527628,1,Talk:Steffen Barsch,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 2 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),207,196,1205772125,1257204774
False,Nawerwohl02,1731527625,0,Heinfels Castle,/* Building */,9780,9567,1257204671,1257204763
False,JuniorMrBean,1731527625,0,Tilak Varma,,17613,17613,1257203981,1257204767
True,Cewbot,1731527622,1,Talk:Júlia Bartel,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),306,295,1205773867,1257204758
True,Cewbot,1731527625,1,Talk:Iván Barton,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),233,222,1205779948,1257204766
False,Likes Thai Food,1731527627,0,Oxhead school,Created section headings.,8154,8205,1257204045,1257204769
False,Ixfd64,1731527630,3,User talk:104.251.77.50,General note: Editing tests on [[:Christian abolitionism]].,1286,2197,1088200848,1257204776
True,Cewbot,1731527631,1,Talk:Mackenzie Barry,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),312,301,1205769948,1257204784
False,Musicnaut,1731527631,0,RBBS-PC,Correct the release date of the final version.,4997,5035,1237838765,1257204786
True,DPL bot,1731527626,3,User talk:Mariamnei,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),39572,39906,1256658317,1257204768
True,DPL bot,1731527630,3,User talk:Mize1970,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),9244,10001,1174486142,1257204782
True,Cewbot,1731527637,1,Talk:Miles Barron,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),295,284,1243570575,1257204811
True,ListeriaBot,1731527638,2,User:StrayBolt/lists,Wikidata list updated [V2],478604,482098,1253418985,1257204812
True,RMCD bot,1731527631,4,Wikipedia:Dashboard/Requested moves,Updating requested pagemoves list,34255,34357,1257202236,1257204787
True,DPL bot,1731527636,3,User talk:Moist hammer,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),27117,27445,1255973608,1257204803
True,RMCD bot,1731527627,4,Wikipedia:Requested moves/Current discussions,Updating requested pagemoves list,187573,188188,1257202229,1257204775
True,RMCD bot,1731527629,4,Wikipedia:Requested moves/Current discussions (alt),Updating requested pagemoves list,187630,188246,1257202233,1257204783
True,Cewbot,1731527634,1,Talk:Djakaria Barro,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),233,221,1205766288,1257204795
True,Lowercase sigmabot III,1731527637,3,User talk:Phikia,Archiving 1 discussion(s) to [[User talk:Phikia/Archive 3]]) (bot,7410,6065,1257054956,1257204807
True,RMCD bot,1731527632,4,Wikipedia:Requested moves/Current discussions (table),Updating requested pagemoves table,60663,60882,1257202240,1257204793
True,Cewbot,1731527646,1,Talk:Josh Bartelstein,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),1233,1221,1205773889,1257204838
True,Cyberbot I,1731527639,2,User:Cyberbot I/Requests for unblock report,Bot updating unblock request table ([[en:WP:PEACHY|Peachy 2.0 (alpha 8)]]),21238,21228,1257202080,1257204816
False,Cfls,1731527636,0,Cisco,,107631,107647,1256671647,1257204800
True,Cewbot,1731527640,1,Talk:John Bartlett (sportscaster),[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),216,204,1205777999,1257204818
True,DPL bot,1731527640,3,User talk:Muddybootz,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),22528,23288,990347713,1257204820
True,Cewbot,1731527643,1,Talk:Geoffrey Barstow,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),257,246,1205772172,1257204827
True,DPL bot,1731527645,3,User talk:Other justin,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),10667,11005,1254003683,1257204837
True,Cewbot,1731527649,1,Talk:Olimpia Bartosik-Wiśniewska,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),195,184,1205781883,1257204843
True,DPL bot,1731527651,3,User talk:Peoplelikeyou1234567,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),21143,21489,1253585470,1257204847
False,"Groetjes, Peter",1731527650,0,Cantilever,"/* In bridges, towers, and buildings */ photo Fiat Tagliero",18233,18420,1210905182,1257204844
True,Lowercase sigmabot III,1731527652,3,User talk:Danski454,Archiving 2 discussion(s) to [[User talk:Danski454/Archive 3]]) (bot,30055,4644,1257055809,1257204853
True,Cewbot,1731527652,1,Talk:Merle Barth,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),317,306,1205773930,1257204854
True,Lowercase sigmabot III,1731527650,3,User talk:Danski454/Archive 3,Archiving 2 discussion(s) from [[User talk:Danski454]]) (bot,38599,64010,1250667230,1257204845
False,Mangocove,1731527655,0,Ralph de la Torre,/* Steward bankruptcy */ Reverting earlier edit after discovering it was a direct copy-paste from news article.,33975,32796,1257072344,1257204864
True,DPL bot,1731527660,3,User talk:Roy Cameron,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),16194,16545,1197599631,1257204885
True,Cewbot,1731527661,1,Talk:Stan Barua,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),308,297,1204111773,1257204886
True,Cewbot,1731527667,1,Talk:Nicky Barry,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),233,221,1205769996,1257204900
False,Brenzio,1731527668,0,1997 MTV Europe Music Awards,,6559,6677,1231328882,1257204903
False,Hairy Dude,1731527666,0,Jupiter Icy Moons Explorer,/* Science objectives */credit for second image,41716,41741,1257155998,1257204902
True,DPL bot,1731527671,3,User talk:Shiftchange,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),102639,102989,1254390559,1257204917
False,LaHire07,1731527651,0,Second Battle of Zurich,"Very badly written, with a partial tone and an unreliable description of events.",41224,39178,1252345498,1257204850
True,Cewbot,1731527658,1,Talk:Deivi Barrios,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),233,222,1205766311,1257204877
False,Mach61,1731527655,1,Talk:2024 United States presidential election,redundant,49505,49466,1257204013,1257204862
True,DPL bot,1731527666,3,User talk:SeaServices,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),44841,45622,1236075452,1257204896
False,Ixfd64,1731527668,3,User talk:128.171.218.4,Caution: Unconstructive editing on [[:Folder]].,6852,7765,1257204658,1257204906
False,AlejandroFC,1731527660,0,History of the Jews in Peru,/* Notable people */,32795,33189,1257203295,1257204881
True,ListeriaBot,1731527650,4,Wikipedia:WikiProject Women in Red/Missing articles by nationality/Serbia,Wikidata list updated [V2],181350,150489,1257087634,1257204856
False,Sawyer777,1731527658,2,User:Sawyer777/Cornish saints,+,1829,3421,1257183485,1257204879
True,DPL bot,1731527656,3,User talk:Pitush Puttar,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),67314,67682,1254066806,1257204867
True,Cewbot,1731527664,1,Talk:Jahdae Barron,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),244,233,1205766324,1257204893
False,Killerdani12,1731527669,0,Rashit Mustafa,,3788,3811,1246904645,1257204909
True,Cewbot,1731527655,1,Talk:Giovanna Barros,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),208,197,1205768181,1257204863
False,Ixfd64,1731527658,0,Folder,Reverted edit by [[Special:Contribs/128.171.218.4|128.171.218.4]] ([[User talk:128.171.218.4|talk]]) to last version by Ixfd64,1220,1220,1257204801,1257204874
False,Thriley,1731527654,4,Wikipedia:Requests for undeletion,/* Draft:Robert Resnik */ new section,63945,64286,1257194811,1257204865
True,Cewbot,1731527670,1,Talk:Erivan Barut,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),255,244,1221185131,1257204914
True,DPL bot,1731527676,3,User talk:Sm8900,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),120892,121233,1256787094,1257204929
True,DPL bot,1731527681,3,User talk:Sr1jj,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),24354,24685,1250331715,1257204933
True,Cewbot,1731527679,1,Talk:Tharwat Bassily,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),189,178,1205800465,1257204932
True,Cewbot,1731527676,1,Talk:John R. Bartels Jr.,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),224,221,1242749650,1257204927
False,Rogl94,1731527680,0,2026 United States Senate elections,Only the AP has called the 2024 Pennsylvania Senate election as of today.,68862,68879,1257204821,1257204936
False,Benio Kit,1731527671,0,List of Russo-Ukrainian War military equipment,,135936,138077,1256508543,1257204916
True,Cewbot,1731527682,1,Talk:Dick Bate,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),2997,2987,1212152752,1257204937
True,DPL bot,1731527685,3,User talk:Tinniesbison,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),2596,3031,1255811089,1257204944
True,Cewbot,1731527685,1,Talk:Colin Bateman (footballer),[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),1336,1325,1205806596,1257204947
False,Schazjmd,1731527686,0,Fashion icon,"Reverted 1 edit by [[Special:Contributions/160.30.32.23|160.30.32.23]] ([[User talk:160.30.32.23|talk]]): Spam, hijacking ref",9757,9794,1256987269,1257204949
True,Cewbot,1731527688,1,Talk:Gangapada Basu,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 2 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),246,236,1205802649,1257204954
True,DPL bot,1731527691,3,User talk:Tsporr93,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),38578,38930,1187204411,1257204958
False,Brenzio,1731527692,0,1997 MTV Europe Music Awards,,6677,6678,1257204903,1257204960
True,DPL bot,1731527695,3,User talk:VideshiBhaktNRI,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),5537,6295,1256781198,1257204968
True,Cewbot,1731527694,1,Talk:Juan Bascuñán,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 5 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),311,301,1205785075,1257204966
False,Maxeto0910,1731527686,0,Party for Rejuvenation Research,more concise,7870,7869,1257196655,1257204948
False,Thriley,1731527692,118,Draft:Merle Charles Prunty,,644,664,1256422777,1257204962
False,2A00:1110:138:5FAC:588:468A:7D7A:15D4,1731527692,0,Zoltan Korda,Edited unverified info,7813,5948,1256104246,1257204961
True,Cewbot,1731527691,1,Talk:Miryana Basheva,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),262,252,1205788735,1257204959
True,DPL bot,1731527700,3,User talk:YourGloriousLeader,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),1472,2230,1233354422,1257204986
True,Cewbot,1731527697,1,Talk:Sankari Prasad Basu,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),1680,1669,1205802822,1257204978
True,Cewbot,1731527700,1,Talk:Miles Bascombe,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 2 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),283,271,1205785273,1257204985
True,Cewbot,1731527703,1,Talk:Marina Bastos,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),280,268,1205803013,1257204992
True,Citation bot,1731527709,0,Intan Aletrinö,Added date. | [[:en:WP:UCB|Use this bot]]. [[:en:WP:DBUG|Report bugs]]. | Suggested by Abductive | [[Category:People from Venlo]] | #UCB_Category 36/46,22827,22978,1244665500,1257205009
True,DPL bot,1731527711,3,User talk:Zythe,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),100895,101255,1257055046,1257205012
True,Cewbot,1731527706,1,Talk:Milan Basumatary,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),292,281,1205805038,1257205000
True,Cewbot,1731527712,1,Talk:Anzhelika Barysevich,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),246,235,1205783378,1257205018
True,DPL bot,1731527706,3,User talk:ZeroAlpha87,dablink notification message (see the [[User:DPL bot/Dablink notification FAQ|FAQ]]),45930,46690,1254077131,1257204998
True,Cewbot,1731527709,1,Talk:Sami Bashir,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),242,230,1205789265,1257205008
True,InceptionBot,1731527713,2,User:InceptionBot/NewPageSearch/China/log,most recent scoring,12889,12845,1257019887,1257205019
True,Cewbot,1731527715,1,Talk:Carmen Bassingthwaighte,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),313,302,1205801113,1257205026
True,Cyberbot I,1731527718,10,Template:Cratstats,Posting status of Bureaucrat related areas. (BOT EDIT) ([[en:WP:PEACHY|Peachy 2.0 (alpha 8)]]),143,143,1257205025,1257205032
True,Cewbot,1731527718,1,Talk:Basset family,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),519,508,1205799162,1257205033
True,Cewbot,1731527727,1,Talk:Dvorah Barzilay-Yegar,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),268,257,1205783387,1257205083
True,Cewbot,1731527724,1,Talk:Tomislav Bašić (sailor),[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]]),228,219,1205790857,1257205078
True,Cyberbot I,1731527715,10,Template:Cratstats,Posting status of Bureaucrat related areas. (BOT EDIT) ([[en:WP:PEACHY|Peachy 2.0 (alpha 8)]]),143,143,1257150184,1257205025
True,Citation bot,1731527725,0,Jolande Sap,Altered template type. Add: authors 1-1. | [[:en:WP:UCB|Use this bot]]. [[:en:WP:DBUG|Report bugs]]. | Suggested by Abductive | [[Category:People from Venlo]] | #UCB_Category 39/46,6381,6413,1256726451,1257205079
